id,title,author,genre,description,rating,features
239,Pyramids,Terry Pratchett,fantasy,Description not available.,0.0,Pyramids Terry Pratchett fantasy Description not available.
240,The City of Brass,Shannon A. Chakraborty,fantasy,Description not available.,0.0,The City of Brass Shannon A. Chakraborty fantasy Description not available.
241,A Dangerous Path,Erin Hunter,fantasy,Description not available.,0.0,A Dangerous Path Erin Hunter fantasy Description not available.
242,The dark tower,Stephen King,fantasy,Description not available.,0.0,The dark tower Stephen King fantasy Description not available.
243,Cloud Atlas,David Mitchell,fantasy,Description not available.,0.0,Cloud Atlas David Mitchell fantasy Description not available.
244,Inheritance,Christopher Paolini,fantasy,Description not available.,0.0,Inheritance Christopher Paolini fantasy Description not available.
245,Shadow and Bone,Leigh Bardugo,fantasy,Description not available.,0.0,Shadow and Bone Leigh Bardugo fantasy Description not available.
246,Captain's Fury,Jim Butcher,fantasy,Description not available.,0.0,Captain's Fury Jim Butcher fantasy Description not available.
247,The Fellowship of the Ring,J.R.R. Tolkien,fantasy,Description not available.,0.0,The Fellowship of the Ring J.R.R. Tolkien fantasy Description not available.
248,The Farthest Shore,Ursula K. Le Guin,fantasy,Description not available.,0.0,The Farthest Shore Ursula K. Le Guin fantasy Description not available.
249,Castle Roogna,Piers Anthony,fantasy,Description not available.,0.0,Castle Roogna Piers Anthony fantasy Description not available.
250,The house in the Cerulean Sea,T. J. Klune,fantasy,Description not available.,0.0,The house in the Cerulean Sea T. J. Klune fantasy Description not available.
251,Hogfather,Terry Pratchett,fantasy,Description not available.,0.0,Hogfather Terry Pratchett fantasy Description not available.
252,The Novice,Trudi Canavan,fantasy,Description not available.,0.0,The Novice Trudi Canavan fantasy Description not available.
253,Siege and Storm,Leigh Bardugo,fantasy,Description not available.,0.0,Siege and Storm Leigh Bardugo fantasy Description not available.
254,The Magicians' Guild,Trudi Canavan,fantasy,Description not available.,0.0,The Magicians' Guild Trudi Canavan fantasy Description not available.
255,The Two Towers,J.R.R. Tolkien,fantasy,Description not available.,0.0,The Two Towers J.R.R. Tolkien fantasy Description not available.
256,Furies of Calderon (Codex Alera # 1),Jim Butcher,fantasy,Description not available.,0.0,Furies of Calderon (Codex Alera # 1) Jim Butcher fantasy Description not available.
257,The king of Elfland's daughter,Lord Dunsany,fantasy,Description not available.,0.0,The king of Elfland's daughter Lord Dunsany fantasy Description not available.
258,Bonehunters,Steven Erikson,fantasy,Description not available.,0.0,Bonehunters Steven Erikson fantasy Description not available.
259,Abhorsen,Garth Nix,fantasy,Description not available.,0.0,Abhorsen Garth Nix fantasy Description not available.
260,Arrows of the Queen,Mercedes Lackey,fantasy,Description not available.,0.0,Arrows of the Queen Mercedes Lackey fantasy Description not available.
261,Asesino Real,Robin Hobb,fantasy,Description not available.,0.0,Asesino Real Robin Hobb fantasy Description not available.
262,White Night,Jim Butcher,fantasy,Description not available.,0.0,White Night Jim Butcher fantasy Description not available.
263,A Wizard of Earthsea,Ursula K. Le Guin,fantasy,Description not available.,0.0,A Wizard of Earthsea Ursula K. Le Guin fantasy Description not available.
264,Darkness of Dragons,Tui T. Sutherland,fantasy,Description not available.,0.0,Darkness of Dragons Tui T. Sutherland fantasy Description not available.
265,Sabriel,Garth Nix,fantasy,Description not available.,0.0,Sabriel Garth Nix fantasy Description not available.
266,The Amber Spyglass,Philip Pullman,fantasy,Description not available.,0.0,The Amber Spyglass Philip Pullman fantasy Description not available.
267,The Daylight War,Peter V. Brett,fantasy,Description not available.,0.0,The Daylight War Peter V. Brett fantasy Description not available.
268,"Midnight Tides (Malazan Book of the Fallen, Book 5)",Steven Erikson,fantasy,Description not available.,0.0,"Midnight Tides (Malazan Book of the Fallen, Book 5) Steven Erikson fantasy Description not available."
269,Dragonsinger,Anne McCaffrey,fantasy,Description not available.,0.0,Dragonsinger Anne McCaffrey fantasy Description not available.
270,"Little, Big",John Crowley,fantasy,Description not available.,0.0,"Little, Big John Crowley fantasy Description not available."
271,The Silver Chair,C. S. Lewis,fantasy,Description not available.,0.0,The Silver Chair C. S. Lewis fantasy Description not available.
272,Feet of Clay,Terry Pratchett,fantasy,Description not available.,0.0,Feet of Clay Terry Pratchett fantasy Description not available.
273,A Darkness at Sethanon,Raymond E. Feist,fantasy,Description not available.,0.0,A Darkness at Sethanon Raymond E. Feist fantasy Description not available.
274,Lilith,George MacDonald,fantasy,Description not available.,0.0,Lilith George MacDonald fantasy Description not available.
275,The Lightning Thief,Rick Riordan,fantasy,Description not available.,0.0,The Lightning Thief Rick Riordan fantasy Description not available.
276,American Gods,Neil Gaiman,fantasy,Description not available.,0.0,American Gods Neil Gaiman fantasy Description not available.
277,Poison Study,Maria V. Snyder,fantasy,Description not available.,0.0,Poison Study Maria V. Snyder fantasy Description not available.
278,The desert spear,Peter V. Brett,fantasy,Description not available.,0.0,The desert spear Peter V. Brett fantasy Description not available.
279,Kingdom of the Wicked,Kerri Maniscalco,fantasy,Description not available.,0.0,Kingdom of the Wicked Kerri Maniscalco fantasy Description not available.
280,Novels (Black House / Talisman),Stephen King,fantasy,Description not available.,0.0,Novels (Black House / Talisman) Stephen King fantasy Description not available.
281,The Goblin Emperor,Sarah Monette,fantasy,Description not available.,0.0,The Goblin Emperor Sarah Monette fantasy Description not available.
282,Dragons of Spring Dawning,Margaret Weis,fantasy,Description not available.,0.0,Dragons of Spring Dawning Margaret Weis fantasy Description not available.
283,Memories of ice,Steven Erikson,fantasy,Description not available.,0.0,Memories of ice Steven Erikson fantasy Description not available.
284,One Dark Window,Rachel Gillig,fantasy,Description not available.,0.0,One Dark Window Rachel Gillig fantasy Description not available.
285,Men at Arms,Terry Pratchett,fantasy,Description not available.,0.0,Men at Arms Terry Pratchett fantasy Description not available.
286,The Lone Drow,R. A. Salvatore,fantasy,Description not available.,0.0,The Lone Drow R. A. Salvatore fantasy Description not available.
287,The City & The City,China Miéville,fantasy,Description not available.,0.0,The City & The City China Miéville fantasy Description not available.
288,Phantom,Terry Goodkind,fantasy,Description not available.,0.0,Phantom Terry Goodkind fantasy Description not available.
289,The Tombs of Atuan,Ursula K. Le Guin,fantasy,Description not available.,0.0,The Tombs of Atuan Ursula K. Le Guin fantasy Description not available.
290,Death Masks,Jim Butcher,fantasy,Description not available.,0.0,Death Masks Jim Butcher fantasy Description not available.
291,Kingdom of Ash,Sarah J. Maas,fantasy,Description not available.,0.0,Kingdom of Ash Sarah J. Maas fantasy Description not available.
292,Swords and Deviltry,Fritz Leiber,fantasy,Description not available.,0.0,Swords and Deviltry Fritz Leiber fantasy Description not available.
293,Daughter of the Empire,Raymond E. Feist,fantasy,Description not available.,0.0,Daughter of the Empire Raymond E. Feist fantasy Description not available.
294,Wizard and Glass,Stephen King,fantasy,Description not available.,0.0,Wizard and Glass Stephen King fantasy Description not available.
295,I Shall Wear Midnight,Terry Pratchett,fantasy,Description not available.,0.0,I Shall Wear Midnight Terry Pratchett fantasy Description not available.
296,All the Birds in the Sky,Charlie Jane Anders,fantasy,Description not available.,0.0,All the Birds in the Sky Charlie Jane Anders fantasy Description not available.
297,The Sword of Kaigen,M. L. Wang,fantasy,Description not available.,0.0,The Sword of Kaigen M. L. Wang fantasy Description not available.
298,Eric,Terry Pratchett,fantasy,Description not available.,0.0,Eric Terry Pratchett fantasy Description not available.
299,Season of Mists,Neil Gaiman,fantasy,Description not available.,0.0,Season of Mists Neil Gaiman fantasy Description not available.
300,Thud!,Terry Pratchett,fantasy,Description not available.,0.0,Thud! Terry Pratchett fantasy Description not available.
301,A Deadly Education,Naomi Novik,fantasy,Description not available.,0.0,A Deadly Education Naomi Novik fantasy Description not available.
302,Assassin's Quest,Robin Hobb,fantasy,Description not available.,0.0,Assassin's Quest Robin Hobb fantasy Description not available.
303,Carpe Jugulum,Terry Pratchett,fantasy,Description not available.,0.0,Carpe Jugulum Terry Pratchett fantasy Description not available.
304,Jingo,Terry Pratchett,fantasy,Description not available.,0.0,Jingo Terry Pratchett fantasy Description not available.
305,The lions of Al-Rassan,Guy Gavriel Kay,fantasy,Description not available.,0.0,The lions of Al-Rassan Guy Gavriel Kay fantasy Description not available.
306,With a Tangled Skein,Piers Anthony,fantasy,Description not available.,0.0,With a Tangled Skein Piers Anthony fantasy Description not available.
307,Imajica,Clive Barker,fantasy,Description not available.,0.0,Imajica Clive Barker fantasy Description not available.
308,Animal Farm / Nineteen Eighty-Four,George Orwell,fantasy,Description not available.,0.0,Animal Farm / Nineteen Eighty-Four George Orwell fantasy Description not available.
309,"The Lion, the Witch and the Wardrobe",C. S. Lewis,fantasy,Description not available.,0.0,"The Lion, the Witch and the Wardrobe C. S. Lewis fantasy Description not available."
310,Academ's Fury (Codex Alera),Jim Butcher,fantasy,Description not available.,0.0,Academ's Fury (Codex Alera) Jim Butcher fantasy Description not available.
311,The Black Prism,Brent Weeks,fantasy,Description not available.,0.0,The Black Prism Brent Weeks fantasy Description not available.
312,The Dragonbone Chair,Tad Williams,fantasy,Description not available.,0.0,The Dragonbone Chair Tad Williams fantasy Description not available.
313,Dorothy and the Wizard in Oz,L. Frank Baum,fantasy,Description not available.,0.0,Dorothy and the Wizard in Oz L. Frank Baum fantasy Description not available.
314,The Very Secret Society of Irregular Witches,Sangu Mandanna,fantasy,Description not available.,0.0,The Very Secret Society of Irregular Witches Sangu Mandanna fantasy Description not available.
315,Wild Magic,Tamora Pierce,fantasy,Description not available.,0.0,Wild Magic Tamora Pierce fantasy Description not available.
316,"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,fantasy,Description not available.,0.0,"The Dragon Reborn (The Wheel of Time, Book 3) Robert Jordan fantasy Description not available."
317,Shadow's Edge,Brent Weeks,fantasy,Description not available.,0.0,Shadow's Edge Brent Weeks fantasy Description not available.
